"Run ID","User ID","User Name","Hours","Minutes","Seconds","Platform ID","Platform Name","Verified","URL","Date"
"mk2j0r1m","7j4193mj","Mario Kart Wii","0","31.0","56.514","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/mk2j0r1m","2020-03-18"
"yd6k2j0z","j5w2ryzj","Mario Kart Wii","1.0","2.0","35.28","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/yd6k2j0z","2020-03-19"
"znrd298y","j5w2ryzj","Mario Kart Wii","0","29.0","20.583","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/znrd298y","2020-03-19"
"yv3wl74z","j5w2ryzj","Mario Kart Wii","0","30.0","38.14","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/yv3wl74z","2020-03-19"
"m31e0p4z","j5w2ryzj","Mario Kart Wii","0","30.0","17.934","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/m31e0p4z","2020-03-19"
"yoj1xwdm","j5w2ryzj","Mario Kart Wii","0","31.0","53.091","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/yoj1xwdm","2020-03-19"
"z01v819y","j5w2ryzj","Mario Kart Wii","0","29.0","14.087","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/z01v819y","2020-03-20"
"y815o1dz","j5w2ryzj","Mario Kart Wii","0","30.0","44.693","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/y815o1dz","2020-03-20"
"m31e2rdz","j92592n8","Mario Kart Wii","0","30.0","30.312","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/m31e2rdz","2020-03-20"
"mre3w9gy","jpro2q08","Mario Kart Wii","0","41.0","8.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/mre3w9gy","2020-03-21"
"yv3wk08z","18vy6kv8","Mario Kart Wii","0","6.0","29.344","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/yv3wk08z","2020-03-21"
"z01vg69y","8e9k29oj","Mario Kart Wii","1.0","28.0","48.0","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/z01vg69y","2020-03-22"
"mexrr30z","jprmz0y8","Mario Kart Wii","1.0","18.0","50.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/mexrr30z","2020-03-22"
"y41ppx3y","j92592n8","Mario Kart Wii","0","31.0","47.293","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/y41ppx3y","2020-03-22"
"y8155xxz","zx7dleqx","Mario Kart Wii","0","8.0","29.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/y8155xxz","2020-03-22"
"m31ee0gz","18vy6kv8","Mario Kart Wii","0","8.0","21.482","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/m31ee0gz","2020-03-22"
"z5799wdm","qjn0yowx","Mario Kart Wii","0","6.0","55.232","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/z5799wdm","2020-03-22"
"m7g1110m","8e9k29oj","Mario Kart Wii","1.0","26.0","24.0","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/m7g1110m","2020-03-23"
"y90o7vey","jpron728","Mario Kart Wii","0","0","33.433","v06dk3e4","Wii","rejected","https://www.speedrun.com/api/v1/runs/y90o7vey","2020-03-22"
"yw8e122y","kj9k1278","Mario Kart Wii","0","7.0","9.23","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/yw8e122y","2020-03-23"
"zprn0jnm","8qzom1w8","Mario Kart Wii","1.0","23.0","20.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/zprn0jnm","2020-03-23"
"meovo99z","j92592n8","Mario Kart Wii","0","31.0","43.526","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/meovo99z","2020-03-24"
"zx29d9gm","kj9k1278","Mario Kart Wii","0","8.0","45.979","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/zx29d9gm","2020-03-24"
"m7g1550m","zx71kq0x","Mario Kart Wii","0","8.0","57.255","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/m7g1550m","2020-03-24"
"y823v61y","j2y37vp8","Mario Kart Wii","1.0","21.0","4.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/y823v61y","2020-03-25"
"y259v87y","jn39062x","Mario Kart Wii","1.0","26.0","18.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/y259v87y","2020-03-25"
"mk3lg43z","zx71kq0x","Mario Kart Wii","0","8.0","57.255","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/mk3lg43z","2020-03-25"
"y90o922y","zx7gd1yx","Mario Kart Wii","0","41.0","19.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/y90o922y","2020-03-25"
"z05w774m","e8e4kdpx","Mario Kart Wii","1.0","19.0","37.0","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/z05w774m","2020-03-26"
"yd58ekxm","jo3ome7j","Mario Kart Wii","0","7.0","18.273","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/yd58ekxm","2020-03-26"
"yd58w3qm","j5w2l9zj","Mario Kart Wii","0","9.0","20.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/yd58w3qm","2020-03-26"
"zgw3dqvy","jpro2q08","Mario Kart Wii","0","40.0","49.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/zgw3dqvy","2020-03-26"
"m7g1wj4m","j5w2ryzj","Mario Kart Wii","0","6.0","21.646","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/m7g1wj4m","2020-03-26"
"y4w98d2m","qjn0yowx","Mario Kart Wii","0","5.0","41.186","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/y4w98d2m","2020-03-26"
"znkw7nvz","j5w2ryzj","Mario Kart Wii","0","7.0","20.605","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/znkw7nvz","2020-03-26"
"yv64rgxz","j5w2ryzj","Mario Kart Wii","0","7.0","4.89","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/yv64rgxz","2020-03-26"
"m359356y","j5w2ryzj","Mario Kart Wii","0","8.0","20.9","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/m359356y","2020-03-26"
"meov378z","j5w2ryzj","Mario Kart Wii","0","8.0","43.642","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/meov378z","2020-03-26"
"zx297g8m","e8e53ld8","Mario Kart Wii","1.0","0","57.359","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/zx297g8m","2020-03-27"
"yv64roez","j5w2ryzj","Mario Kart Wii","0","8.0","39.953","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/yv64roez","2020-03-26"
"z05wpp4m","j5w2ryzj","Mario Kart Wii","0","5.0","7.696","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/z05wpp4m","2020-03-26"
